LAMB	12 of 12 precinct reporting	2,472	3,513	593	835	25	38	4	7	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4,394	8,085	54.35%
LAMPASAS	10 of 10 precinct reporting	6,651	8,070	1,868	2,134	107	145	13	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10,373	15,424	67.25%
LASALLE	5 of 5 precinct reporting	865	1,335	739	1,052	6	12	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,406	4,426	54.36%
LAVACA	20 of 20 precinct reporting	6,274	8,802	1,022	1,333	34	46	4	8	0	0	2	2	0	0	0	0	2	4	0	0	0	0	0	0	0	0	10,195	13,661	74.63%
LEE	16 of 16 precinct reporting	5,021	6,248	1,472	1,745	46	65	8	16	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	8,075	11,145	72.45%
LEON	18 of 18 precinct reporting	4,910	7,522	752	1,072	33	56	10	14	0	0	2	4	0	0	0	0	1	4	0	0	0	0	0	0	0	0	8,672	11,727	73.95%
LIBERTY	30 of 30 precinct reporting	19,555	23,288	4,644	5,779	150	218	21	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,314	46,155	63.51%
LIMESTONE	21 of 21 precinct reporting	5,037	6,786	1,778	2,213	50	66	20	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,092	13,963	65.11%
LIPSCOMB	7 of 7 precinct reporting	489	1,203	75	131	4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,351	1,977	68.34%
LIVE OAK	15 of 15 precinct reporting	2,822	4,198	595	819	16	30	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,053	7,572	66.73%
LLANO	10 of 10 precinct reporting	8,861	9,996	2,977	3,167	69	99	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13,278	16,688	79.57%
LOVING	5 of 5 precinct reporting	43	60	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	111	59.46%
